"caption","commentsCount","likesCount","hashtags.0","hashtags.1","hashtags.2","hashtags.3","hashtags.4","hashtags.5","hashtags.6","hashtags.7","hashtags.8","hashtags.9","hashtags.10","hashtags.11","ownerUsername","timestamp","type","kalenderwoche"
"Kamala Harris hat in ihrem ersten Interview seit ihrer Nominierung zur US-Präsidentschaftskandidatin der Demokraten Maßnahmen für Migration angekündigt, die illegal die Grenze übertreten. „Ich denke, es sollte Konsequenzen geben“, sagte Harris zu dem wichtigen Wahlkampfthema in einem Interview mit ihr und ihrem Vizekandidaten Tim Walz beim Sender CNN. „Wir haben Gesetze, die befolgt und durchgesetzt werden müssen.“ Als Präsidentin werde sie diese Gesetze durchsetzen. 

Harris ist als US-Vize unter anderem für das Thema Migration zuständig gewesen. Ihr Kontrahent bei der Präsidentenwahl am 5. November, der Republikaner Donald Trump, greift die 59-Jährige bei dieser Thematik immer wieder heftig an und wirft ihr Versagen vor. 

Angesprochen auf den Krieg in Nahost sprach sich Harris erneut deutlich für eine Waffenruhe im Gaza-Krieg und eine Freilassung der Geiseln aus. „Es wurden viel zu viele unschuldige Palästinenser getötet, und wir müssen eine Einigung erzielen“, sagte sie. „Dieser Krieg muss beendet werden, und wir müssen eine Vereinbarung treffen, die die Freilassung der Geiseln vorsieht“, sagte sie. Gleichzeitig betonte sie, dass Israel das Recht habe, sich selbst zu verteidigen. An den Waffenlieferungen an Israel wolle sie festhalten. 

Harris warf ihrem republikanischen Rivalen Donald Trump vor, ein Programm vertreten zu haben, dass die Vereinigten Staaten gespalten habe. Sie glaube, die Menschen in den USA seien bereit, ein neues Kapitel aufzuschlagen. 

Im Falle eines Wahlsiegs wolle sie einen Republikaner in ihr Kabinett berufen. Sie lege Wert darauf, Konsens zu schaffen, begründete sie das Vorhaben. Einen Republikaner als hochrangigen Berater an ihrer Seite zu haben, „wäre zum Wohle des amerikanischen Volkes“, sagte sie. 

Das Interview war das erste seit Harris' Nominierung zur US-Präsidentschaftskandidatin. Die Republikaner hatten ihr wiederholt vorgeworfen, seit dem Ausstieg von Präsident Biden aus dem Rennen um das Weiße Haus einem Interview aus dem Weg zu gehen. 

#harris #usa #interview #tagesschau #nachrichten",722,83113,"harris","usa","interview","tagesschau","nachrichten","","","","","","","","tagesschau",2024-08-30 08:40:07,"Sidecar",35
"Die 23-jährige Maimouna kommt aus Burkina Faso und möchte LKW-Fahrerin in Deutschland werden. Sie wurde in ihrem Heimatland angeworben, persönlich von der Personalchefin eines Logistikunternehmens in Villingen-Schwenningen. Die Branche hat massiven Fachkräftemangel: 100.000 Berufskraftfahrer:innen fehlen laut Branchenverband BGL. 

Hinweis: In dem Video heißt es, dass 26 Auszubildende aus Afrika in Villingen-Schwenningen lernen. Richtig ist jedoch, dass dort nur vier Azubis lernen, die weiteren sind an anderen Standorten des Unternehmens in Deutschland tätig. Wir bitten diese Ungenauigkeit zu entschuldigen.
 
#ausbildung #lkw #nachrichten #tagesschau",953,46368,"ausbildung","lkw","nachrichten","tagesschau","","","","","","","","","tagesschau",2024-08-30 09:56:32,"Video",35
"Erstmals seit der Machtübernahme der Taliban hat Deutschland am Freitagmorgen Menschen nach Afghanistan abgeschoben. Laut Bundeskanzler Olaf Scholz (SPD) soll es ein Zeichen an alle Straftäter:innen sein. 

Vizekanzler Robert Habeck (Grüne) sagte: „Mörder, Islamisten, Vergewaltiger, Schwerkriminelle, die unseren Schutz missbrauchen, müssen das Land verlassen.“ Zugleich mahnte er, das Asylrecht müsse unangetastet bleiben, damit unbescholtene Menschen, Verfolgte sowie Opfer von Gewalt und Terror, die vor Islamisten geflohen seien, Schutz fänden. 

Beteiligte Bundesländer, von denen aus Straftäter abgeschoben wurden, begrüßten den Flug. Hessens Ministerpräsident Boris Rhein (CDU) und Bayerns Innenminister Joachim Hermann (CSU) forderten weitere Abschiebeflüge – nach Afghanistan und auch nach Syrien. Thüringens Innenminister Georg Maier (SPD) sagte, die Zahl der Abschiebungen müsse deutlich erhöht werden. 

Grünen-Chef Omid Nouripour dämpfte die Erwartungen: Abschiebungen seien so „im großen Stil nicht möglich“. Dafür bräuchte es „eine direkte staatliche Zusammenarbeit, die mit den Steinzeit-Islamisten der Taliban nicht möglich ist“. 

Die Menschenrechtsorganisation Amnesty International kritisierte den Flug: Es sei „alarmierend“, dass die Bundesregierung Menschen nach Afghanistan abgeschoben hat, sagte Generalsekretärin Julia Duchrow. In Afghanistan sei niemand sicher. 

Der Flug war am Morgen vom Flughafen Leipzig/Halle abgehoben. Nach Angaben von Bundesinnenministerin Nancy Faeser (SPD) waren 28 Straftäter:innen an Bord. Laut Regierungssprecher Steffen Hebestreit handelt es sich „um afghanische Staatsangehörige, die sämtlich verurteilte Straftäter waren, die kein Bleiberecht in Deutschland hatten und gegen die Ausweisungsverfügungen vorlagen“. Unter den Abgeschobenen sollen auch Gefährder:innen sein. Die Abschiebung sei vom Kanzleramt und den Innenbehörden seit gut zwei Monaten vorbereitet worden. 

#abschiebung #afghanistan #tagesschau #nachrichten",2886,51823,"abschiebung","afghanistan","tagesschau","nachrichten","","","","","","","","","tagesschau",2024-08-30 13:12:47,"Image",35
"Viele Ausbildungsplätze in Deutschland bleiben unbesetzt – was läuft da schief? 

#tagesschau #ausbildung #azubi #ausbildungsplätze #handwerk #jobmarkt",155,14228,"tagesschau","ausbildung","azubi","ausbildungsplätze","handwerk","jobmarkt","","","","","","","tagesschau",2024-08-30 16:37:50,"Video",35
"Das war diese Woche wichtig.

#tagesschau #nachrichten #afghanistan #abschiebung #griechenland #who",383,9975,"tagesschau","nachrichten","afghanistan","abschiebung","griechenland","who","","","","","","","tagesschau",2024-08-30 17:40:23,"Video",35
"Der Abschiebeflug von Deutschland nach Afghanistan am Freitagmorgen war nach Angaben der Bundesregierung seit Wochen geplant. Bei den Abgeschobenen handelt es sich laut einem Regierungssprecher „um afghanische Staatsangehörige, die sämtlich verurteilte Straftäter waren, die kein Bleiberecht in Deutschland hatten und gegen die Ausweisungsverfügungen vorlagen“. 

Die Straftäter hätten mindestens zwei Drittel ihrer Strafe in Deutschland bereits abgesessen, berichteten mehrere Abgeordnete aus einer Sondersitzung des Bundestagsinnenausschusses, die den Anschlag in Solingen zum Thema hatte. Die Bundesregierung hatte in der Vergangenheit immer betont, Straftäter sollten nur abgeschoben werden, wenn sie einen beträchtlichen Teil ihrer in Deutschland verhängten Strafe abgesessen hätten. 

Die Bundesregierung traf nach eigenen Angaben Vorkehrungen für die Sicherheit der Abgeschobenen. Ein Regierungssprecher betonte aber, „über die genaueren Details und Vereinbarungen oder Gespräche, die es da gegeben hat“, könne er nichts mitteilten. Nach Informationen des ARD-Hauptstadtstudios sollen mehr als zehn der Männer direkt nach ihrer Ankunft in Kabul auf freien Fuß gesetzt worden sein. 

Bundesinnenministerin Nancy Faeser bekräftigte, dass es keine direkten Gespräche mit den islamistischen Taliban in Afghanistan gegeben habe. „Aber wir haben das mit Partnern umsetzen können“, sagte die SPD-Politikerin. Die Grünen-Abgeordnete Lamya Kaddor sagte, in der Sitzung des Innenausschusses sei berichtet worden, dass keine Vertreter deutscher Behörden an Bord gewesen seien. Stattdessen hätten Angehörige katarischer Behörden den Flug organisiert und für dessen Sicherheit gesorgt. 

#abschiebung #abschiebeflug #afghanistan #nachrichten #tagesschau",3142,85674,"abschiebung","abschiebeflug","afghanistan","nachrichten","tagesschau","","","","","","","","tagesschau",2024-08-30 20:30:45,"Sidecar",35
"Am 1. September sind Landtagswahlen in Thüringen und Sachsen! #landtagswahl #tagesschau #nachrichten #thüringen #sachsen",588,14717,"landtagswahl","tagesschau","nachrichten","thüringen","sachsen","","","","","","","","tagesschau",2024-08-30 14:02:49,"Video",35
"Deutsche Sicherheitsbehörden warnen vor „unkonventionellen Brandsätzen“, die von Unbekannten über Frachtdienstleister verschickt werden. Seit mehreren Wochen hätten das Bundesamt für Verfassungsschutz (BfV) und das Bundeskriminalamt (BKA) „Kenntnis von mehreren Paketsendungen, die von Privatpersonen an Standorten in Europa aufgegeben wurden und auf dem Weg zu ihren Adressaten in mehreren europäischen Ländern in Brand gerieten“, heißt es in einem der Nachrichtenagentur dpa vorliegenden Sicherheitshinweis. 

In der Warnmeldung von BfV und BKA kommt das Wort Russland nicht vor. Dennoch wird in Sicherheitskreisen ein Zusammenhang mit Fällen russischer Sabotage in Deutschland nicht ausgeschlossen. 

In Sicherheitskreisen wird die Warnung auch mit einem Vorfall im DHL-Logistikzentrum Leipzig in Verbindung gebracht, das als weltweites Drehkreuz des Unternehmens fungiert. Dort soll im Juli ein aus dem Baltikum verschicktes Paket Feuer gefangen haben, das einen Brandsatz enthielt. Das Paket setzte demnach einen ganzen Frachtcontainer in Brand, in dem auch andere Pakete enthalten waren. Der Brand soll rasch gelöscht worden sein. 

Das Paket mit dem Brandsatz sollte in Leipzig umgeladen und zu seinem Endadressaten weitergeschickt werden. In Sicherheitskreisen wird davon ausgegangen, dass der Vorfall auch im Zusammenhang mit Fällen versuchter mutmaßlich russischer Sabotage steht. Nach dpa-Informationen hat der Generalbundesanwalt in Karlsruhe die Ermittlungen übernommen. Es sollen auch andere Länder in Europa von ähnlichen Fällen betroffen sein. 

DHL teilte mit: „Als Reaktion auf die laufenden Ermittlungen von Behörden in mehreren Ländern hat DHL Express in allen europäischen Ländern Maßnahmen ergriffen, um sein Netzwerk, seine Mitarbeitenden und Einrichtungen sowie die Sendungen seiner Kunden zu schützen. Uns sind zwei aktuelle Vorfälle bekannt, die Sendungen in unserem Netzwerk betreffen.“

#pakete #brandsätze #bka #verfassungsschutz #nachrichten #tagesschau",386,70313,"pakete","brandsätze","bka","verfassungsschutz","nachrichten","tagesschau","","","","","","","tagesschau",2024-08-30 21:19:49,"Sidecar",35
"Nur wenige Tage nach dem 18. Jahrestag seiner Krönung ist in Neuseeland Māori-König Kiingi Tuheitia Pōtatau Te Wherowhero VII gestorben. Er wurde 69 Jahre alt. Erst kürzlich hatte er sich einer Herzoperation unterzogen. Er sei nun im Krankenhaus im Kreise seiner Familie friedlich eingeschlafen, hieß es in einer Erklärung aus Tuheitias Büro.
 
Der König wurde 1955 als Tūheitia Paki geboren. Er wurde 2006 nach dem Tod seiner Mutter, Te Arikinui Dame Te Atairangikaahu, gekrönt. Wie seine Mutter galt auch König Tuheitia als eine große einigende Figur – in letzter Zeit rief er die Māori dazu auf, angesichts der gegen sie gerichteten Politik zusammenzustehen. 
 
Neuseelands Ministerpräsident Christopher Luxon sagte, er werde die „unerschütterliche Hingabe“ des Königs nicht vergessen. Er habe Neuseeland „unauslöschlich geprägt“. 

Auch der britische König Charles äußerte sich „zutiefst betrübt“ über den Tod des Monarchen in dem Commonwealth-Land. „Ich hatte die große Freude, Kiingi Tuheitia jahrzehntelang zu kennen“ schrieb er in einer Mitteilung. 
 
Sein Leichnam soll mehrere Tage lang in seiner Residenz aufgebahrt werden, bevor er zur letzten Ruhestätte am heiligen Taupiri Mountain etwa 100 Kilometer südlich der Stadt Auckland auf der neuseeländischen Nordinsel gebracht wird. Der Berg hat große spirituelle Bedeutung – und seine unteren Flanken werden als Begräbnisstätten genutzt. Traditionell nehmen Zehntausende Menschen an solchen Trauerfeierlichkeiten teil. Wer Tuheitias Nachfolger wird, ist noch unklar. 

Tuheitia war der siebte König der indigenen Bevölkerung des Pazifikstaats. 1958 war die „Kiingitanga“ (Māori-Königsbewegung) mit dem Ziel gegründet worden, die Ureinwohner:innen unter einem einzigen Herrscher zu vereinen. Auf staatlicher Ebene haben Māori-Könige keine Macht, aber sie spielen eine große symbolische und kulturelle Rolle der Einheit unter den verschiedenen Māori-Stämmen und üben damit auch nationalen Einfluss aus. In Neuseeland leben heute rund 900.000 Māori, das sind etwas mehr als 17 Prozent der Bevölkerung.
 
#rip #maori #tuheitia #neuseeland #nachrichten #tagesschau",199,94988,"rip","maori","tuheitia","neuseeland","nachrichten","tagesschau","","","","","","","tagesschau",2024-08-30 05:58:34,"Image",35
"Guten Morgen! ☕ 
 
Der Innenausschuss des Bundestags befasst sich heute mit dem Anschlag von Solingen | Kamala Harris hat ihr erstes TV-Interview seit ihrer Nominierung gegeben | Bundesgesundheitsminister Lauterbach erwartet, dass die Beiträge zur Kranken- und Pflegeversicherung Anfang 2025 steigen werden 
 
Weitere Infos zu unseren News am Morgen findet ihr auf tagesschau.de 
 
Kommt gut in den Tag! 
 
#tagesschau #update #solingen #harris #lauterbach #krankenversicherung #pflegeversicherung",581,20714,"tagesschau","update","solingen","harris","lauterbach","krankenversicherung","pflegeversicherung","","","","","","tagesschau",2024-08-30 05:13:57,"Sidecar",35
"Brauchen wir eine Zuckersteuer? Unter anderem die Verbraucherorganisation Foodwatch sagt: Ja! Ihre jüngste Untersuchung hat ergeben: 117 von 136 untersuchten Getränken sind mit 5 Gramm Zucker auf 100 Milliliter überzuckert.  

#Zucker #zuckersteuer #tagesschau",512,17265,"Zucker","zuckersteuer","tagesschau","","","","","","","","","","tagesschau",2024-08-29 19:26:24,"Video",35
"Der Deutsche Umweltpreis geht in diesem Jahr an die Moorforscherin Franziska Tanneberger für ihren Einsatz für die Renaturierung von Mooren. #moore #umweltpreis #umweltschutz #klima #nachrichten #tagesschau",280,31878,"moore","umweltpreis","umweltschutz","klima","nachrichten","tagesschau","","","","","","","tagesschau",2024-08-29 11:54:15,"Video",35
"In Sachsen wird am Sonntag ein neuer Landtag gewählt. Wer danach mit wem regieren könnte, ist schwierig. Das zeigen Umfragen wie der ARD-SachsenTrend vom 22. August. Die jüngsten Ereignisse wie etwa der tödliche Messerangriff in Solingen könnten den Ausgang der Wahl noch einmal deutlich verändern. 

Für eine Fortsetzung der schwarz-grün-roten Koalition im Dresdner Landtag könnte es eng werden. Die Linkspartei droht an der Fünf-Prozent-Hürde zu scheitern. Mit der AfD, die stärkste Kraft im Freistaat werden könnte, will keine der anderen Parteien koalieren. Zünglein an der Waage könnte das BSW von Sahra Wagenknecht sein. 

#sachsen #landtagswahl #wahl #tagesschau #nachrichten",1573,56933,"sachsen","landtagswahl","wahl","tagesschau","nachrichten","","","","","","","","tagesschau",2024-08-29 17:36:30,"Sidecar",35
"Nach dem Messerangriff in Solingen mit drei Todesopfern hat sich die Bundesregierung auf ein Maßnahmenpaket zu Migration und Asyl sowie auf eine Verschärfung des Waffenrechts geeinigt. 

Innenministerin Nancy Faeser (SPD), die gemeinsam mit Justizminister Marco Buschmann und der Staatssekretärin im Wirtschaftsministerium, Anja Hajduk, Details des Pakets vorstellte, sprach von „weitreichenden“ und „harten Maßnahmen“. 

So soll auf Volksfesten, Sportveranstaltungen, Messen und anderen Großveranstaltungen ein absolutes Messerverbot eingeführt werden. Ebenso sollen die Länder ermächtigt werden, solche Messerverbote an „kriminalitätsbelasteten Orten“ wie Bahnhöfen einzuführen. Auch im Fernverkehr der Bahn soll ein bundesweit einheitliches Messerverbot gelten. 

Auch will die Bundesregierung bestimmten Asylbewerber:innen staatliche Geldleistungen streichen. Dabei gehe es um Migranten, für die laut Dublin-Regelung ein anderer europäischer Staat zuständig ist, der der Rückübernahme zugestimmt hat, erläuterte Faeser. Sie betonte aber: „In Deutschland wird niemand verhungern und auch nicht auf der Straße schlafen.“ Sozialleistungen in Deutschland sollten Betroffene aber nicht mehr erhalten – dafür sei das Zielland zuständig. 

Das Maßnahmenpaket werde nun „sehr schnell“ umgesetzt, sagte Buschmann. Es muss aber noch von Bundestag und Bundesrat verabschiedet werden. 

#migration #maßnahmenpaket #bundesregierung #tagesschau #nachrichten",3030,39036,"migration","maßnahmenpaket","bundesregierung","tagesschau","nachrichten","","","","","","","","tagesschau",2024-08-29 16:08:13,"Sidecar",35
